Date,Total flow,Cum. Total flow, Condensate, Water, CGR, WGR, Avg. Pressure
22/05/2004,10.7415,10.7415,0,0,0,0,0
23/05/2004,23.624,34.3655,8.05,3.2,0.34,0.14,2242
24/05/2004,24.2405,58.606,8.12,5.03,0.33,0.21,2283
25/05/2004,25.1527,83.7587,8.01,3.1,0.32,0.12,2323
26/05/2004,24.244,108.0027,5.58,1.43,0.23,0.06,2328.5
27/05/2004,25.1299,133.1326,5.62,1.78,0.22,0.07,2320
28/05/2004,24.9609,158.0935,5.6,1.35,0.22,0.05,2299
29/05/2004,23.1459,181.2394,5.35,1.1,0.23,0.05,2304
30/05/2004,18.7684,200.0078,4.95,1.2,0.26,0.06,2317.5
31/05/2004,20.0319,220.0397,4.9,1.4,0.24,0.07,2302.5
1/6/2004,19.5746,239.6143,4.89,2.44,0.25,0.12,2267.5
2/6/2004,20.3271,259.9414,5.15,2.65,0.25,0.13,2217.5
3/6/2004,21.4355,281.3769,5.65,1.2,0.26,0.06,2222.5
4/6/2004,20.8874,302.2643,5.45,1.2,0.26,0.06,2217.5
5/6/2004,20.4499,322.7142,5.6,1.1,0.27,0.05,2225
6/6/2004,20.8195,343.5337,6.1,1.5,0.29,0.07,2205
7/6/2004,21.9043,365.438,9.9,1.6,0.45,0.07,2182.5
8/6/2004,21.3658,386.8038,7.9,1.5,0.37,0.07,2188.5
9/6/2004,21.2316,408.0354,9.1,1.5,0.43,0.07,2192.5
10/6/2004,21.2729,429.3083,9.1,1.5,0.43,0.07,2194
11/6/2004,21.0666,450.3749,8.06,1.5,0.38,0.07,2196.5
12/6/2004,20.4413,470.8162,8.05,2,0.39,0.1,2190
13/06/2004,20.3913,491.2075,8.45,1.5,0.41,0.07,2193.5
14/06/2004,20.2106,511.4181,8.5,1.2,0.42,0.06,2191.5
15/06/2004,20.1679,531.586,8.5,2.2,0.42,0.11,2196.5
16/06/2004,20.4759,552.0619,8.75,2,0.43,0.1,2192
17/06/2004,20.9915,573.0534,9.5,1.1,0.45,0.05,2205
18/06/2004,20.627,593.6804,9.5,1.2,0.46,0.06,2212.5
19/06/2004,20.7484,614.4288,9.2,1.1,0.44,0.05,2201.5
20/06/2004,20.798,635.2268,9.5,1.2,0.46,0.06,2195.5
21/06/2004,20.7345,655.9613,10,1.2,0.48,0.06,2197
22/06/2004,20.8239,676.7852,11,2,0.53,0.1,2196.5
23/06/2004,20.6892,697.4744,9.5,1.7,0.46,0.08,2197
24/06/2004,20.7763,718.2507,9.95,1.25,0.48,0.06,2206.5
25/06/2004,20.2896,738.5403,9.5,1.1,0.47,0.05,2208
26/06/2004,20.4204,758.9607,9.5,2,0.47,0.1,2208.5
27/06/2004,20.4125,779.3732,9.38,2.14,0.46,0.1,2210
28/06/2004,20.5332,799.9064,10.05,1.82,0.49,0.09,2206.5
29/06/2004,20.2549,820.1613,9.67,1.42,0.48,0.07,2210
30/06/2004,20.3518,840.5131,9.66,1.96,0.47,0.1,2201.5
1/7/2004,20.9866,861.4997,9.63,2.03,0.46,0.1,2197.5
2/7/2004,20.7271,882.2268,9.24,2.27,0.45,0.11,2194
3/7/2004,20.7563,902.9831,9.19,1.99,0.44,0.1,2192
4/7/2004,20.8081,923.7912,9.73,2.03,0.47,0.1,2192
5/7/2004,20.5528,944.344,9.95,1.59,0.48,0.08,2204.5
6/7/2004,20.7554,965.0994,9.02,0.87,0.43,0.04,2197
7/7/2004,20.685,985.7844,9.09,2.31,0.44,0.11,2198
8/7/2004,20.7498,1006.5342,8.8,2.53,0.42,0.12,2204.5
9/7/2004,20.6237,1027.1579,8.06,2.36,0.39,0.11,2193.5
10/7/2004,20.6618,1047.8197,8.86,2.07,0.43,0.1,2207
11/7/2004,20.5206,1068.3403,8.82,1.44,0.43,0.07,2203
12/7/2004,20.7975,1089.1378,9.15,2.16,0.44,0.1,2200.5
13/07/2004,20.5138,1109.6516,9.19,1.25,0.45,0.06,2198.5
14/07/2004,20.626,1130.2776,9.27,1.67,0.45,0.08,2197
15/07/2004,20.8118,1151.0894,9.21,1.9,0.44,0.09,2199.5
16/07/2004,20.8253,1171.9147,9.12,2.55,0.44,0.12,2195
17/07/2004,20.8102,1192.7249,9.21,1.55,0.44,0.07,2200
18/07/2004,20.573,1213.2979,9.27,1.59,0.45,0.08,2203.5
19/07/2004,20.64,1233.9379,9.15,2.17,0.44,0.11,2195
20/07/2004,20.7892,1254.7271,8.97,2.03,0.43,0.1,2194.5
21/07/2004,20.8912,1275.6183,9.37,1.89,0.45,0.09,2195
22/07/2004,20.6192,1296.2375,9.03,1.31,0.44,0.06,2200
23/07/2004,20.5682,1316.8057,9.44,1.45,0.46,0.07,2197
24/07/2004,20.736,1337.5417,9.67,1.61,0.47,0.08,2195.5
25/07/2004,20.7436,1358.2853,10.06,1.82,0.48,0.09,2195
26/07/2004,20.6555,1378.9408,10.17,1.5,0.49,0.07,2195
27/07/2004,20.6485,1399.5893,9.86,1.67,0.48,0.08,2192.5
28/07/2004,20.8541,1420.4434,9.33,1.93,0.45,0.09,2195
29/07/2004,21.0242,1441.4676,9.72,1.8,0.46,0.09,2193.5
30/07/2004,20.3053,1461.7729,8.83,1.22,0.43,0.06,2208
31/07/2004,20.5599,1482.3328,9.9,1.74,0.48,0.08,2206
1/8/2004,20.6448,1502.9776,10.65,1.92,0.52,0.09,2206.5
2/8/2004,20.7294,1523.707,9.91,1.71,0.48,0.08,2203.5
3/8/2004,20.6333,1544.3403,9.58,1.62,0.46,0.08,2203
4/8/2004,20.7837,1565.124,9.78,1.85,0.47,0.09,2201.5
5/8/2004,20.6213,1585.7453,9.51,1.83,0.46,0.09,2202.5
6/8/2004,20.7847,1606.53,9.61,1.61,0.46,0.08,2202
7/8/2004,20.6084,1627.1384,9.73,1.86,0.47,0.09,2202
8/8/2004,20.7486,1647.887,9.54,1.89,0.46,0.09,2200.5
9/8/2004,20.6169,1668.5039,9.65,1.59,0.47,0.08,2203.5
10/8/2004,20.5324,1689.0363,9.69,1.73,0.47,0.08,2200.5
11/8/2004,21.2079,1710.2442,9.47,1.6,0.45,0.08,2194
12/8/2004,20.5697,1730.8139,9.71,1.64,0.47,0.08,2200.5
13/08/2004,20.9001,1751.714,9.9,1.55,0.47,0.07,2191.5
14/08/2004,20.9446,1772.6586,10.33,1.8,0.49,0.09,2191
15/08/2004,20.6748,1793.3334,9.61,1.91,0.46,0.09,2194
16/08/2004,20.6915,1814.0249,9.67,1.78,0.47,0.09,2192
17/08/2004,20.5773,1834.6022,9.54,1.7,0.46,0.08,2192.5
18/08/2004,20.669,1855.2712,9.94,1.66,0.48,0.08,2194.5
19/08/2004,20.9079,1876.1791,10.1,1.92,0.48,0.09,2191.5
20/08/2004,20.5673,1896.7464,9.28,1.67,0.45,0.08,2192.5
21/08/2004,20.3847,1917.1311,8.92,1.57,0.44,0.08,2200.5
22/08/2004,20.3437,1937.4748,8.5,1.65,0.42,0.08,2203
23/08/2004,20.7027,1958.1775,9.66,2.05,0.47,0.1,2193
24/08/2004,20.5891,1978.7666,9.71,1.64,0.47,0.08,2192
25/08/2004,20.8694,1999.636,10.01,1.79,0.48,0.09,2191
26/08/2004,20.8041,2020.4401,9.77,2.05,0.47,0.1,2192.5
27/08/2004,20.6924,2041.1325,9.58,2.02,0.46,0.1,2191.5
28/08/2004,20.6314,2061.7639,9.73,1.66,0.47,0.08,2191.5
29/08/2004,20.5788,2082.3427,9.67,1.76,0.47,0.09,2190
30/08/2004,20.7476,2103.0903,9.97,1.86,0.48,0.09,2190.5
31/08/2004,20.7838,2123.8741,9.66,2.42,0.46,0.12,2191
1/9/2004,20.9145,2144.7886,10.33,2.78,0.49,0.13,2185
2/9/2004,20.7248,2165.5134,9.42,1.8,0.45,0.09,2193
3/9/2004,20.659,2186.1724,9.1,2.03,0.44,0.1,2195
4/9/2004,20.6837,2206.8561,9.07,2.07,0.44,0.1,2196
5/9/2004,20.5853,2227.4414,9.09,2.12,0.44,0.1,2193.5
6/9/2004,20.6833,2248.1247,9.13,2.08,0.44,0.1,2202.5
7/9/2004,20.8227,2268.9474,9.34,1.8,0.45,0.09,2205
8/9/2004,20.7373,2289.6847,9.45,2.05,0.46,0.1,2204.5
9/9/2004,19.2298,2308.9145,9.05,1.65,0.47,0.09,2202.5
10/9/2004,10.1009,2319.0154,4.72,0.55,0.47,0.05,2247
11/9/2004,20.9168,2339.9322,9.43,1.39,0.45,0.07,2207
12/9/2004,21.6849,2361.6171,10.43,1.94,0.48,0.09,2190.5
13/09/2004,22.0122,2383.6293,8.94,2,0.41,0.09,2191.5
14/09/2004,21.709,2405.3383,9.1,1.46,0.42,0.07,2190.5
15/09/2004,21.7976,2427.1359,9.53,1.61,0.44,0.07,2196.5
16/09/2004,21.7442,2448.8801,8.53,2.32,0.39,0.11,2208.5
17/09/2004,22.0234,2470.9035,9.58,1.7,0.43,0.08,2201.5
18/09/2004,21.9098,2492.8133,10.82,1.89,0.49,0.09,2200.5
19/09/2004,21.7706,2514.5839,9.75,1.85,0.45,0.08,2194
20/09/2004,21.5159,2536.0998,9.37,1.87,0.44,0.09,2200.5
21/09/2004,21.3765,2557.4763,10.18,1.39,0.48,0.07,2200
22/09/2004,21.8734,2579.3497,9.89,1.85,0.45,0.08,2185
23/09/2004,21.4443,2600.794,9.3,1.72,0.43,0.08,2200
24/09/2004,21.0636,2621.8576,9.42,1.72,0.45,0.08,2205
25/09/2004,21.6193,2643.4769,9.16,1.82,0.42,0.08,2197.5
26/09/2004,21.5974,2665.0743,9.82,1.82,0.45,0.08,2197.5
27/09/2004,21.7767,2686.851,9.48,1.94,0.44,0.09,2192.5
28/09/2004,21.5746,2708.4256,9.37,1.34,0.43,0.06,2189.5
29/09/2004,21.8488,2730.2744,9.02,1.84,0.41,0.08,2197.5
30/09/2004,22.9508,2753.2252,9.12,2.04,0.4,0.09,2180
1/10/2004,23.0995,2776.3247,9.82,1.54,0.43,0.07,2181.5
2/10/2004,22.5522,2798.8769,9.8,1.6,0.43,0.07,2187.5
3/10/2004,22.5801,2821.457,10,1.34,0.44,0.06,2189
4/10/2004,22.0521,2843.5091,9.61,1.48,0.44,0.07,2203
5/10/2004,21.8822,2865.3913,8.61,1.78,0.39,0.08,2195.5
6/10/2004,22.4587,2887.85,9.07,2.27,0.4,0.1,2195.5
7/10/2004,23.145,2910.995,10.24,1.65,0.44,0.07,2172.5
8/10/2004,22.7687,2933.7637,8.88,2.38,0.39,0.1,2172.5
9/10/2004,22.9944,2956.7581,9.29,1.82,0.4,0.08,2172.5
10/10/2004,23.2116,2979.9697,9.55,1.57,0.41,0.07,2177.5
11/10/2004,22.7482,3002.7179,8.93,1.57,0.39,0.07,2179
12/10/2004,23.4049,3026.1228,9.88,1.83,0.42,0.08,2161
13/10/2004,24.2853,3050.4081,7.3,3.81,0.3,0.16,2144.5
14/10/2004,24.0163,3074.4244,8.22,2.72,0.34,0.11,2142.5
15/10/2004,23.8977,3098.3221,10,1.01,0.42,0.04,2140
16/10/2004,25.182,3123.5041,9.63,0.59,0.38,0.02,2116
17/10/2004,25.1332,3148.6373,9.23,1.25,0.37,0.05,2096.5
18/10/2004,24.5457,3173.183,8.24,1.3,0.34,0.05,2139
19/10/2004,24.4861,3197.6691,9.08,1.78,0.37,0.07,2143
20/10/2004,24.9964,3222.6655,9.56,1.21,0.38,0.05,2128.5
21/10/2004,24.8118,3247.4773,10.84,2.11,0.44,0.09,2138
22/10/2004,24.8095,3272.2868,11.13,1.99,0.45,0.08,2128
23/10/2004,24.6709,3296.9577,10.13,2.35,0.41,0.1,2129
24/10/2004,24.5873,3321.545,9.23,2.05,0.38,0.08,2141.5
25/10/2004,24.2876,3345.8326,9.12,1.89,0.38,0.08,2137
26/10/2004,24.509,3370.3416,9.96,1.24,0.41,0.05,2131.5
27/10/2004,24.9108,3395.2524,9.44,1.26,0.38,0.05,2112.5
28/10/2004,24.3843,3419.6367,8.7,1.81,0.36,0.07,2128
29/10/2004,24.4222,3444.0589,10.43,1.87,0.43,0.08,2137
30/10/2004,24.2301,3468.289,9.01,1.19,0.37,0.05,2138.5
31/10/2004,24.0789,3492.3679,8.31,1.69,0.35,0.07,2139.5
1/11/2004,24.1553,3516.5232,8.59,1.86,0.36,0.08,2142
2/11/2004,24.1175,3540.6407,8,1.45,0.33,0.06,2143
3/11/2004,23.9711,3564.6118,7.58,2.4,0.32,0.1,2137.5
4/11/2004,24.5206,3589.1324,8.5,1.59,0.35,0.06,2137
5/11/2004,24.1821,3613.3145,8.63,2.16,0.36,0.09,2127.5
6/11/2004,24.4842,3637.7987,8.11,2.23,0.33,0.09,2132
7/11/2004,23.9014,3661.7001,7.52,2.56,0.31,0.11,2124.5
8/11/2004,24.3912,3686.0913,7.95,2.5,0.33,0.1,2127
9/11/2004,24.2819,3710.3732,9.73,1.58,0.4,0.07,2131.5
10/11/2004,24.4849,3734.8581,9.4,1.6,0.38,0.07,2129.5
11/11/2004,23.9347,3758.7928,9.1,1.65,0.38,0.07,2137
12/11/2004,24.0894,3782.8822,9.15,1.73,0.38,0.07,2127
13/11/2004,24.098,3806.9802,9.2,1.81,0.38,0.08,2121
14/11/2004,24.1209,3831.1011,9.13,1.87,0.38,0.08,2122.5
15/11/2004,24.0967,3855.1978,9.09,1.79,0.38,0.07,2128.5
16/11/2004,23.9838,3879.1816,9.04,1.95,0.38,0.08,2123
17/11/2004,23.9468,3903.1284,9.02,1.98,0.38,0.08,2127
18/11/2004,24.0478,3927.1762,9.19,1.91,0.38,0.08,2122.5
19/11/2004,24.0538,3951.23,9.14,1.88,0.38,0.08,2124.5
20/11/2004,24.6128,3975.8428,9.15,1.95,0.37,0.08,2129.5
21/11/2004,24.1236,3999.9664,9.5,2.05,0.39,0.08,2132.5
22/11/2004,23.8578,4023.8242,9.6,1.95,0.4,0.08,2135.5
23/11/2004,23.3802,4047.2044,9.55,2,0.41,0.09,2140
24/11/2004,23.3686,4070.573,9.6,1.85,0.41,0.08,2139.5
25/11/2004,23.3808,4093.9538,9.65,2.3,0.41,0.1,2132
26/11/2004,23.2336,4117.1874,10.2,1.35,0.44,0.06,2149
27/11/2004,23.3296,4140.517,9.85,1.85,0.42,0.08,2140
28/11/2004,23.6633,4164.1803,10.1,1.5,0.43,0.06,2127
29/11/2004,22.7287,4186.909,9.45,1.65,0.42,0.07,2137.5
30/11/2004,22.3683,4209.2773,9.15,1.85,0.41,0.08,2149.5
1/12/2004,22.1142,4231.3915,9.2,1.8,0.42,0.08,2152
2/12/2004,23.3685,4254.76,9.4,1.9,0.4,0.08,2139
3/12/2004,23.3873,4278.1473,9.3,2,0.4,0.09,2142.5
4/12/2004,23.3895,4301.5368,9.15,1.9,0.39,0.08,2142.5
5/12/2004,23.1874,4324.7242,9,1.8,0.39,0.08,2150
6/12/2004,23.0851,4347.8093,9,1.8,0.39,0.08,2149
7/12/2004,22.8349,4370.6442,8.9,1.8,0.39,0.08,2149
8/12/2004,22.8165,4393.4607,8.7,1.65,0.38,0.07,2152.5
9/12/2004,22.6994,4416.1601,8.75,1.65,0.39,0.07,2154.5
10/12/2004,22.7412,4438.9013,8.7,1.65,0.38,0.07,2154.5
11/12/2004,22.7734,4461.6747,8.75,1.7,0.38,0.07,2155
12/12/2004,22.9052,4484.5799,8.85,1.75,0.39,0.08,2155
13/12/2004,22.9615,4507.5414,9.2,1.7,0.4,0.07,2150
14/12/2004,22.8018,4530.3432,8.5,1.9,0.37,0.08,2150
15/12/2004,22.3961,4552.7393,8.25,1.2,0.37,0.05,2164
16/12/2004,22.637,4575.3763,8.5,1.6,0.38,0.07,2156
17/12/2004,22.5801,4597.9564,8.7,1.6,0.39,0.07,2152.5
18/12/2004,22.9049,4620.8613,8.75,1.35,0.38,0.06,2164.5
19/12/2004,22.779,4643.6403,8.8,1.45,0.39,0.06,2161
20/12/2004,22.7625,4666.4028,9,1.4,0.4,0.06,2167.5
21/12/2004,22.8864,4689.2892,9,1.25,0.39,0.05,2164.5
22/12/2004,22.4502,4711.7394,8.75,1.1,0.39,0.05,2170
23/12/2004,22.6972,4734.4366,8.8,1.4,0.39,0.06,2175.5
24/12/2004,22.745,4757.1816,8.7,1.6,0.38,0.07,2173
25/12/2004,23.2587,4780.4403,9,1.7,0.39,0.07,2166.5
26/12/2004,22.5809,4803.0212,9.2,1.6,0.41,0.07,2171.5
27/12/2004,22.8889,4825.9101,8.9,1.75,0.39,0.08,2164.5
28/12/2004,22.4956,4848.4057,9,1.8,0.4,0.08,2165
29/12/2004,22.8917,4871.2974,8.8,2,0.38,0.09,2163.5
30/12/2004,23.079,4894.3764,9,2.2,0.39,0.1,2158
31/12/2004,22.8304,4917.2068,8.9,2.1,0.39,0.09,2170.5
1/1/2005,22.7289,4939.9357,9.4,1.75,0.41,0.08,2179.5
2/1/2005,22.5761,4962.5118,9.1,1.8,0.4,0.08,2180
3/1/2005,31.7436,4994.2554,13.65,2.3,0.43,0.07,1920.5
4/1/2005,39.9542,5034.2096,16.6,3.9,0.42,0.1,1881.5
5/1/2005,40.7257,5074.9353,16.8,3.6,0.41,0.09,1818.5
6/1/2005,41.7647,5116.7,16.7,3.65,0.4,0.09,1819
7/1/2005,41.9299,5158.6299,16.8,3.65,0.4,0.09,1823
8/1/2005,42.2454,5200.8753,16.6,3.6,0.39,0.09,1852.5
9/1/2005,42.2922,5243.1675,16.5,3.5,0.39,0.08,1860.5
10/1/2005,42.2554,5285.4229,16,3.5,0.38,0.08,1865
11/1/2005,41.7948,5327.2177,16,3.5,0.38,0.08,1880
12/1/2005,41.9414,5369.1591,17,3.75,0.41,0.09,1874
13/01/2005,42.2486,5411.4077,17.25,3.75,0.41,0.09,1854
14/01/2005,42.6471,5454.0548,17.45,4,0.41,0.09,1854.5
15/01/2005,42.6301,5496.6849,17,3.75,0.4,0.09,1850
16/01/2005,42.521,5539.2059,16.75,3.5,0.39,0.08,1859
17/01/2005,43.1786,5582.3845,17.5,4,0.41,0.09,1864.5
18/01/2005,43.1541,5625.5386,16,4.5,0.37,0.1,1867
19/01/2005,43.1959,5668.7345,14,4.75,0.32,0.11,1859
20/01/2005,43.0185,5711.753,13,4.3,0.3,0.1,1876.5
21/01/2005,42.1311,5753.8841,13.2,4.8,0.31,0.11,1861
22/01/2005,42.5798,5796.4639,13.25,4.7,0.31,0.11,1865.5
23/01/2005,42.4689,5838.9328,13.25,4.5,0.31,0.11,1867
24/01/2005,42.8876,5881.8204,13,4.25,0.3,0.1,1870
25/01/2005,43.1128,5924.9332,13.25,4.25,0.31,0.1,1872.5
26/01/2005,43.2431,5968.1763,13,4,0.3,0.09,1872.5
27/01/2005,43.4462,6011.6225,13.25,4,0.3,0.09,1860
28/01/2005,43.3234,6054.9459,12.5,4,0.29,0.09,1865
29/01/2005,43.3999,6098.3458,13.5,4,0.31,0.09,1857.5
30/01/2005,43.3522,6141.698,11,3.5,0.25,0.08,1852.5
31/01/2005,43.0945,6184.7925,11,3.5,0.26,0.08,1860
1/2/2005,43.3064,6228.0989,11.5,3.5,0.27,0.08,1857.5
2/2/2005,43.0764,6271.1753,12,4,0.28,0.09,1855.5
3/2/2005,43.101,6314.2763,12.25,4.2,0.28,0.1,1849
4/2/2005,43.2591,6357.5354,13,4.1,0.3,0.09,1844.5
5/2/2005,43.1837,6400.7191,12.5,4,0.29,0.09,1852.5
6/2/2005,43.0096,6443.7287,13.2,4,0.31,0.09,1858.5
7/2/2005,43.0081,6486.7368,13,4.5,0.3,0.1,1846.5
8/2/2005,43.0896,6529.8264,13.5,4,0.31,0.09,1850.5
9/2/2005,42.9483,6572.7747,12.75,3.9,0.3,0.09,1858.5
10/2/2005,43.1483,6615.923,13,4,0.3,0.09,1847
11/2/2005,43.1619,6659.0849,12.75,4.6,0.3,0.11,1846.5
12/2/2005,43.2307,6702.3156,13,4.5,0.3,0.1,1841
13/02/2005,42.9533,6745.2689,13.5,4.25,0.31,0.1,1849
14/02/2005,43.3134,6788.5823,14,4.5,0.32,0.1,1851.5
15/02/2005,43.4301,6832.0124,14.15,4.75,0.33,0.11,1848.5
16/02/2005,43.0189,6875.0313,14,4.7,0.33,0.11,1846
17/02/2005,42.7933,6917.8246,13.5,4.5,0.32,0.11,1862.5
18/02/2005,42.753,6960.5776,13.45,4.5,0.31,0.11,1868
19/02/2005,43.6134,7004.191,13.25,4.7,0.3,0.11,1862.5
20/02/2005,43.6066,7047.7976,13,4.5,0.3,0.1,1860.5
21/02/2005,43.567,7091.3646,14,4.9,0.32,0.11,1841
22/02/2005,43.4831,7134.8477,13,4.7,0.3,0.11,1835.5
23/02/2005,43.6278,7178.4755,13.5,4.9,0.31,0.11,1837
24/02/2005,43.8558,7222.3313,14,4.75,0.32,0.11,1835.5
25/02/2005,43.8722,7266.2035,14.25,4.5,0.32,0.1,1835.5
26/02/2005,43.6771,7309.8806,13.5,4.25,0.31,0.1,1835
27/02/2005,43.5032,7353.3838,14,4.2,0.32,0.1,1839
28/02/2005,43.4731,7396.8569,13.5,4.4,0.31,0.1,1848
1/3/2005,43.6069,7440.4638,14,4.6,0.32,0.11,1840
2/3/2005,42.1939,7482.6577,14.25,5.6,0.34,0.13,1837.5
3/3/2005,42.0911,7524.7488,13.5,5,0.32,0.12,1859
4/3/2005,41.9108,7566.6596,13.75,4.75,0.33,0.11,1862.5
5/3/2005,42.1153,7608.7749,13,4.8,0.31,0.11,1871.5
6/3/2005,42.3609,7651.1358,14,4.8,0.33,0.11,1861.5
7/3/2005,42.5176,7693.6534,13.5,4.25,0.32,0.1,1835
8/3/2005,44.8411,7738.4945,13.5,15,0.3,0.33,1873.5
9/3/2005,45.6984,7784.1929,13,9,0.28,0.2,1826
10/3/2005,45.6951,7829.888,15.5,53,0.34,1.16,1800
11/3/2005,45.8123,7875.7003,20,62,0.44,1.35,1807.5
12/3/2005,44.6212,7920.3215,17.5,59,0.39,1.32,1787.5
13/03/2005,45.586,7965.9075,16.5,43.75,0.36,0.96,1808
14/03/2005,46.0867,8011.9942,17.5,4,0.38,0.09,1808
15/03/2005,45.2561,8057.2503,15.5,5,0.34,0.11,1814
16/03/2005,45.6323,8102.8826,16,4.7,0.35,0.1,1816.5
17/03/2005,45.765,8148.6476,16.5,3.3,0.36,0.07,1816.5
18/03/2005,45.3564,8194.004,13.5,6,0.3,0.13,1819
19/03/2005,45.1703,8239.1743,15,5,0.33,0.11,1817
20/03/2005,45.4151,8284.5894,14.5,5.5,0.32,0.12,1809
21/03/2005,45.7069,8330.2963,15.5,4,0.34,0.09,1812
22/03/2005,45.1774,8375.4737,13,5.5,0.29,0.12,1818.5
23/03/2005,44.5326,8420.0063,13,4,0.29,0.09,1824
24/03/2005,44.3146,8464.3209,14.25,4.2,0.32,0.09,1828
25/03/2005,44.6271,8508.948,14,4,0.31,0.09,1815.5
26/03/2005,44.9534,8553.9014,14.25,4,0.32,0.09,1814
27/03/2005,45.0981,8598.9995,13.5,5.75,0.3,0.13,1815
28/03/2005,44.8842,8643.8837,14,4.75,0.31,0.11,1826
29/03/2005,44.7407,8688.6244,15.5,5.4,0.35,0.12,1824.5
30/03/2005,45.5109,8734.1353,15.5,5.75,0.34,0.13,1815.5
31/03/2005,45.333,8779.4683,14.5,5.25,0.32,0.12,1819.5
1/4/2005,45.031,8824.4993,16.5,4,0.37,0.09,1717.5
2/4/2005,45.0072,8869.5065,14,5.2,0.31,0.12,1816
3/4/2005,45.2192,8914.7257,14.2,5.3,0.31,0.12,1819
4/4/2005,44.8993,8959.625,14,5.5,0.31,0.12,1821.5
5/4/2005,45.2205,9004.8455,13.5,5.75,0.3,0.13,1819.5
6/4/2005,45.3215,9050.167,14.5,5.25,0.32,0.12,1814.5
7/4/2005,44.9015,9095.0685,15.5,4,0.35,0.09,1824
8/4/2005,45.1047,9140.1732,13.5,4,0.3,0.09,1824
9/4/2005,45.4127,9185.5859,14,4,0.31,0.09,1826.5
10/4/2005,45.5497,9231.1356,15,4.5,0.33,0.1,1824
11/4/2005,45.3044,9276.44,12,7,0.26,0.15,1825.5
12/4/2005,45.3324,9321.7724,13,4.5,0.29,0.1,1817.5
13/04/2005,45.5715,9367.3439,13.5,4,0.3,0.09,1816.5
14/04/2005,45.3397,9412.6836,12,4.5,0.26,0.1,1816.5
15/04/2005,45.3533,9458.0369,13,4.5,0.29,0.1,1816.5
16/04/2005,45.4204,9503.4573,13.5,5.75,0.3,0.13,1819
17/04/2005,45.2376,9548.6949,14.25,6,0.32,0.13,1823
18/04/2005,45.2007,9593.8956,14.5,5.8,0.32,0.13,1809.5
19/04/2005,45.3231,9639.2187,14,5.25,0.31,0.12,1813
20/04/2005,45.3009,9684.5196,13.9,4.6,0.31,0.1,1812
21/04/2005,45.5823,9730.1019,13,5,0.29,0.11,1808
22/04/2005,45.5259,9775.6278,13.5,5.25,0.3,0.12,1814
23/04/2005,45.3259,9820.9537,13.5,5.5,0.3,0.12,1818
24/04/2005,45.3928,9866.3465,14,5.2,0.31,0.11,1802
25/04/2005,45.439,9911.7855,14.8,5.5,0.33,0.12,1801
26/04/2005,45.3594,9957.1449,14.75,4.75,0.33,0.1,1802.5
27/04/2005,45.3397,10002.4846,13.75,5,0.3,0.11,1803
28/04/2005,45.4133,10047.8979,13.25,5.25,0.29,0.12,1800.5
29/04/2005,45.4406,10093.3385,13.5,4.75,0.3,0.1,1806
30/04/2005,45.427,10138.7655,14.75,4.5,0.32,0.1,1801
1/5/2005,45.694,10184.4595,14.5,4.75,0.32,0.1,1804.5
2/5/2005,45.338,10229.7975,13,5.5,0.29,0.12,1803.5
3/5/2005,45.3437,10275.1412,12.5,5.6,0.28,0.12,1801.5
4/5/2005,45.4216,10320.5628,13.5,4.5,0.3,0.1,1801.5
5/5/2005,45.3639,10365.9267,12,5,0.26,0.11,1801
6/5/2005,45.3295,10411.2562,12.25,5.5,0.27,0.12,1801
7/5/2005,45.4046,10456.6608,12,7,0.26,0.15,1801.5
8/5/2005,45.3975,10502.0583,12,7,0.26,0.15,1801
9/5/2005,45.4216,10547.4799,13.5,4.75,0.3,0.1,1801
10/5/2005,45.2845,10592.7644,13.5,5.25,0.3,0.12,1801
11/5/2005,45.3567,10638.1211,13.5,5.25,0.3,0.12,1801
12/5/2005,45.3973,10683.5184,14,4.5,0.31,0.1,1800.5
13/05/2005,45.3721,10728.8905,13,4.5,0.29,0.1,1800.5
14/05/2005,45.4456,10774.3361,14,4.5,0.31,0.1,1800.5
15/05/2005,17.9138,10792.2499,4.5,3.75,0.25,0.21,2126
16/05/2005,23.5076,10815.7575,7.5,2.5,0.32,0.11,2120.5
17/05/2005,23.6933,10839.4508,9.3,1.5,0.39,0.06,2116
18/05/2005,23.9354,10863.3862,8,2.25,0.33,0.09,2110.5
19/05/2005,43.8422,10907.2284,14,4.25,0.32,0.1,1814.5
20/05/2005,45.8678,10953.0962,13.5,5.5,0.29,0.12,1804.5
21/05/2005,45.8105,10998.9067,13.75,5.75,0.3,0.13,1801.5
22/05/2005,45.299,11044.2057,13,4.5,0.29,0.1,1821.5
23/05/2005,45.7707,11089.9764,10.5,3,0.23,0.07,1818
24/05/2005,45.1533,11135.1297,7.5,3,0.17,0.07,1863.5
25/05/2005,46.2049,11181.3346,6.75,3.7,0.15,0.08,1881
26/05/2005,42.6842,11224.0188,6,3.25,0.14,0.08,1884.5
27/05/2005,43.3053,11267.3241,8.45,3,0.2,0.07,1855
28/05/2005,43.719,11311.0431,5,2.2,0.11,0.05,1822
29/05/2005,44.4233,11355.4664,7.75,3.5,0.17,0.08,1815
30/05/2005,44.9287,11400.3951,9,3.75,0.2,0.08,1823
31/05/2005,45.5411,11445.9362,12,4.5,0.26,0.1,1814.5
1/6/2005,45.4944,11491.4306,15,4.25,0.33,0.09,1817
