Date,Cum. flow,Condensate,Water,CGR,WGR,Avg. Pressure,Total flow
22/05/2004,10.7415,0,0,0,0,0,10.7415
23/05/2004,34.3655,8.05,3.2,0.340755164,0.135455469,2242,23.624
24/05/2004,58.606,8.12,5.03,0.334976589,0.207503971,2283,24.2405
25/05/2004,83.7587,8.01,3.1,0.318454878,0.123247206,2323,25.1527
26/05/2004,108.0027,5.58,1.43,0.23016004,0.058983666,2328.5,24.244
27/05/2004,133.1326,5.62,1.78,0.223637977,0.070831957,2320,25.1299
28/05/2004,158.0935,5.6,1.35,0.224350885,0.054084588,2299,24.9609
29/05/2004,181.2394,5.35,1.1,0.231142449,0.047524616,2304,23.1459
30/05/2004,200.0078,4.95,1.2,0.263741182,0.063937256,2317.5,18.7684
31/05/2004,220.0397,4.9,1.4,0.244609847,0.069888528,2302.5,20.0319
1/6/2004,239.6143,4.89,2.44,0.249813534,0.124651334,2267.5,19.5746
2/6/2004,259.9414,5.15,2.65,0.253356357,0.130367834,2217.5,20.3271
3/6/2004,281.3769,5.65,1.2,0.263581442,0.055981899,2222.5,21.4355
4/6/2004,302.2643,5.45,1.2,0.260922853,0.057450903,2217.5,20.8874
5/6/2004,322.7142,5.6,1.1,0.27383997,0.053789994,2225,20.4499
6/6/2004,343.5337,6.1,1.5,0.292994548,0.07204784,2205,20.8195
7/6/2004,365.438,9.9,1.6,0.451966052,0.073045019,2182.5,21.9043
8/6/2004,386.8038,7.9,1.5,0.369749787,0.070205656,2188.5,21.3658
9/6/2004,408.0354,9.1,1.5,0.428606417,0.070649409,2192.5,21.2316
10/6/2004,429.3083,9.1,1.5,0.427774304,0.070512248,2194,21.2729
11/6/2004,450.3749,8.06,1.5,0.382596147,0.071202757,2196.5,21.0666
12/6/2004,470.8162,8.05,2,0.39381057,0.097841135,2190,20.4413
13/06/2004,491.2075,8.45,1.5,0.414392412,0.073560783,2193.5,20.3913
14/06/2004,511.4181,8.5,1.2,0.420571383,0.059374784,2191.5,20.2106
15/06/2004,531.586,8.5,2.2,0.421461828,0.109084238,2196.5,20.1679
16/06/2004,552.0619,8.75,2,0.427331644,0.097675804,2192,20.4759
17/06/2004,573.0534,9.5,1.1,0.452564133,0.052402163,2205,20.9915
18/06/2004,593.6804,9.5,1.2,0.4605614,0.058176177,2212.5,20.627
19/06/2004,614.4288,9.2,1.1,0.443407684,0.053016136,2201.5,20.7484
20/06/2004,635.2268,9.5,1.2,0.45677469,0.057697856,2195.5,20.798
21/06/2004,655.9613,10,1.2,0.482287974,0.057874557,2197,20.7345
22/06/2004,676.7852,11,2,0.528239187,0.096043488,2196.5,20.8239
23/06/2004,697.4744,9.5,1.7,0.459176769,0.082168474,2197,20.6892
24/06/2004,718.2507,9.95,1.25,0.478911067,0.060164707,2206.5,20.7763
25/06/2004,738.5403,9.5,1.1,0.468220172,0.054214967,2208,20.2896
26/06/2004,758.9607,9.5,2,0.465221053,0.097941274,2208.5,20.4204
27/06/2004,779.3732,9.38,2.14,0.459522352,0.104837722,2210,20.4125
28/06/2004,799.9064,10.05,1.82,0.48945123,0.088636939,2206.5,20.5332
29/06/2004,820.1613,9.67,1.42,0.477415341,0.070106493,2210,20.2549
30/06/2004,840.5131,9.66,1.96,0.474650891,0.096305978,2201.5,20.3518
1/7/2004,861.4997,9.63,2.03,0.458864228,0.096728389,2197.5,20.9866
2/7/2004,882.2268,9.24,2.27,0.445793189,0.109518457,2194,20.7271
3/7/2004,902.9831,9.19,1.99,0.442757139,0.095874506,2192,20.7563
4/7/2004,923.7912,9.73,2.03,0.467606365,0.097558162,2192,20.8081
5/7/2004,944.344,9.95,1.59,0.484118952,0.077361722,2204.5,20.5528
6/7/2004,965.0994,9.02,0.87,0.434585698,0.041916802,2197,20.7554
7/7/2004,985.7844,9.09,2.31,0.439448876,0.111675127,2198,20.685
8/7/2004,1006.5342,8.8,2.53,0.424100473,0.121928886,2204.5,20.7498
9/7/2004,1027.1579,8.06,2.36,0.390812512,0.114431455,2193.5,20.6237
10/7/2004,1047.8197,8.86,2.07,0.428810655,0.100184882,2207,20.6618
11/7/2004,1068.3403,8.82,1.44,0.429811994,0.070173387,2203,20.5206
12/7/2004,1089.1378,9.15,2.16,0.439956726,0.103858637,2200.5,20.7975
13/07/2004,1109.6516,9.19,1.25,0.447991108,0.06093459,2198.5,20.5138
14/07/2004,1130.2776,9.27,1.67,0.449432755,0.080965771,2197,20.626
15/07/2004,1151.0894,9.21,1.9,0.442537407,0.091294362,2199.5,20.8118
16/07/2004,1171.9147,9.12,2.55,0.437928865,0.122447216,2195,20.8253
17/07/2004,1192.7249,9.21,1.55,0.442571431,0.074482706,2200,20.8102
18/07/2004,1213.2979,9.27,1.59,0.45059058,0.077285763,2203.5,20.573
19/07/2004,1233.9379,9.15,2.17,0.443313953,0.105135659,2195,20.64
20/07/2004,1254.7271,8.97,2.03,0.431474035,0.097646855,2194.5,20.7892
21/07/2004,1275.6183,9.37,1.89,0.448514207,0.090468714,2195,20.8912
22/07/2004,1296.2375,9.03,1.31,0.437941336,0.063533018,2200,20.6192
23/07/2004,1316.8057,9.44,1.45,0.45896092,0.070497175,2197,20.5682
24/07/2004,1337.5417,9.67,1.61,0.466338735,0.077642747,2195.5,20.736
25/07/2004,1358.2853,10.06,1.82,0.484968858,0.087737905,2195,20.7436
26/07/2004,1378.9408,10.17,1.5,0.492362809,0.072619883,2195,20.6555
27/07/2004,1399.5893,9.86,1.67,0.477516527,0.080877546,2192.5,20.6485
28/07/2004,1420.4434,9.33,1.93,0.447394038,0.092547748,2195,20.8541
29/07/2004,1441.4676,9.72,1.8,0.462324369,0.085615624,2193.5,21.0242
30/07/2004,1461.7729,8.83,1.22,0.434861834,0.060082836,2208,20.3053
31/07/2004,1482.3328,9.9,1.74,0.481519852,0.084630762,2206,20.5599
1/8/2004,1502.9776,10.65,1.92,0.515868403,0.093001628,2206.5,20.6448
2/8/2004,1523.707,9.91,1.71,0.478064971,0.082491534,2203.5,20.7294
3/8/2004,1544.3403,9.58,1.62,0.464298004,0.078513859,2203,20.6333
4/8/2004,1565.124,9.78,1.85,0.470561065,0.089012062,2201.5,20.7837
5/8/2004,1585.7453,9.51,1.83,0.461173641,0.088743193,2202.5,20.6213
6/8/2004,1606.53,9.61,1.61,0.462359332,0.077460825,2202,20.7847
7/8/2004,1627.1384,9.73,1.86,0.472137575,0.090254459,2202,20.6084
8/8/2004,1647.887,9.54,1.89,0.459790058,0.091090483,2200.5,20.7486
9/8/2004,1668.5039,9.65,1.59,0.468062609,0.077121197,2203.5,20.6169
10/8/2004,1689.0363,9.69,1.73,0.471937036,0.084257077,2200.5,20.5324
11/8/2004,1710.2442,9.47,1.6,0.446531717,0.075443585,2194,21.2079
12/8/2004,1730.8139,9.71,1.64,0.472053555,0.079728922,2200.5,20.5697
13/08/2004,1751.714,9.9,1.55,0.473681944,0.074162325,2191.5,20.9001
14/08/2004,1772.6586,10.33,1.8,0.493205886,0.085941006,2191,20.9446
15/08/2004,1793.3334,9.61,1.91,0.464817072,0.092382998,2194,20.6748
16/08/2004,1814.0249,9.67,1.78,0.467341662,0.086025663,2192,20.6915
17/08/2004,1834.6022,9.54,1.7,0.463617676,0.082615309,2192.5,20.5773
18/08/2004,1855.2712,9.94,1.66,0.480913445,0.080313513,2194.5,20.669
19/08/2004,1876.1791,10.1,1.92,0.483070992,0.091831317,2191.5,20.9079
20/08/2004,1896.7464,9.28,1.67,0.451201665,0.081196851,2192.5,20.5673
21/08/2004,1917.1311,8.92,1.57,0.437583089,0.077018548,2200.5,20.3847
22/08/2004,1937.4748,8.5,1.65,0.417819767,0.08110619,2203,20.3437
23/08/2004,1958.1775,9.66,2.05,0.466605805,0.099020901,2193,20.7027
24/08/2004,1978.7666,9.71,1.64,0.471608764,0.079653797,2192,20.5891
25/08/2004,1999.636,10.01,1.79,0.479649631,0.085771512,2191,20.8694
26/08/2004,2020.4401,9.77,2.05,0.469618969,0.098538269,2192.5,20.8041
27/08/2004,2041.1325,9.58,2.02,0.462971912,0.097620382,2191.5,20.6924
28/08/2004,2061.7639,9.73,1.66,0.471611233,0.080459882,2191.5,20.6314
29/08/2004,2082.3427,9.67,1.76,0.469901063,0.085524909,2190,20.5788
30/08/2004,2103.0903,9.97,1.86,0.480537508,0.089648923,2190.5,20.7476
31/08/2004,2123.8741,9.66,2.42,0.464785073,0.11643684,2191,20.7838
1/9/2004,2144.7886,10.33,2.78,0.493915704,0.132922135,2185,20.9145
2/9/2004,2165.5134,9.42,1.8,0.454527909,0.086852467,2193,20.7248
3/9/2004,2186.1724,9.1,2.03,0.440485987,0.098262259,2195,20.659
4/9/2004,2206.8561,9.07,2.07,0.438509551,0.100078806,2196,20.6837
5/9/2004,2227.4414,9.09,2.12,0.441577242,0.102986111,2193.5,20.5853
6/9/2004,2248.1247,9.13,2.08,0.441418923,0.100564223,2202.5,20.6833
7/9/2004,2268.9474,9.34,1.8,0.448548939,0.086444121,2205,20.8227
8/9/2004,2289.6847,9.45,2.05,0.455700597,0.098855685,2204.5,20.7373
9/9/2004,2308.9145,9.05,1.65,0.470623719,0.085804325,2202.5,19.2298
10/9/2004,2319.0154,4.72,0.55,0.467285093,0.054450594,2247,10.1009
11/9/2004,2339.9322,9.43,1.39,0.45083378,0.06645376,2207,20.9168
12/9/2004,2361.6171,10.43,1.94,0.480979852,0.089463175,2190.5,21.6849
13/09/2004,2383.6293,8.94,2,0.406138414,0.090858706,2191.5,22.0122
14/09/2004,2405.3383,9.1,1.46,0.419180985,0.067253213,2190.5,21.709
15/09/2004,2427.1359,9.53,1.61,0.437204096,0.073861343,2196.5,21.7976
16/09/2004,2448.8801,8.53,2.32,0.392288518,0.106695119,2208.5,21.7442
17/09/2004,2470.9035,9.58,1.7,0.434991872,0.077190625,2201.5,22.0234
18/09/2004,2492.8133,10.82,1.89,0.493842938,0.086262768,2200.5,21.9098
19/09/2004,2514.5839,9.75,1.85,0.44785169,0.084976987,2194,21.7706
20/09/2004,2536.0998,9.37,1.87,0.435491892,0.086912469,2200.5,21.5159
21/09/2004,2557.4763,10.18,1.39,0.476223891,0.065024677,2200,21.3765
22/09/2004,2579.3497,9.89,1.85,0.452147357,0.084577615,2185,21.8734
23/09/2004,2600.794,9.3,1.72,0.433681678,0.080207794,2200,21.4443
24/09/2004,2621.8576,9.42,1.72,0.447217,0.081657456,2205,21.0636
25/09/2004,2643.4769,9.16,1.82,0.423695494,0.084184039,2197.5,21.6193
26/09/2004,2665.0743,9.82,1.82,0.45468436,0.084269403,2197.5,21.5974
27/09/2004,2686.851,9.48,1.94,0.435327667,0.089086042,2192.5,21.7767
28/09/2004,2708.4256,9.37,1.34,0.434307009,0.062110074,2189.5,21.5746
29/09/2004,2730.2744,9.02,1.84,0.412837318,0.084215151,2197.5,21.8488
30/09/2004,2753.2252,9.12,2.04,0.397371769,0.08888579,2180,22.9508
1/10/2004,2776.3247,9.82,1.54,0.425117427,0.06666811,2181.5,23.0995
2/10/2004,2798.8769,9.8,1.6,0.434547406,0.070946515,2187.5,22.5522
3/10/2004,2821.457,10,1.34,0.442867835,0.05934429,2189,22.5801
4/10/2004,2843.5091,9.61,1.48,0.435786161,0.06711379,2203,22.0521
5/10/2004,2865.3913,8.61,1.78,0.393470492,0.081344655,2195.5,21.8822
6/10/2004,2887.85,9.07,2.27,0.403852405,0.101074417,2195.5,22.4587
7/10/2004,2910.995,10.24,1.65,0.44242817,0.071289695,2172.5,23.145
8/10/2004,2933.7637,8.88,2.38,0.390009091,0.104529464,2172.5,22.7687
9/10/2004,2956.7581,9.29,1.82,0.404011411,0.079149706,2172.5,22.9944
10/10/2004,2979.9697,9.55,1.57,0.411432215,0.067638594,2177.5,23.2116
11/10/2004,3002.7179,8.93,1.57,0.392558532,0.06901645,2179,22.7482
12/10/2004,3026.1228,9.88,1.83,0.422133827,0.078188755,2161,23.4049
13/10/2004,3050.4081,7.3,3.81,0.300593363,0.156885029,2144.5,24.2853
14/10/2004,3074.4244,8.22,2.72,0.342267543,0.113256413,2142.5,24.0163
15/10/2004,3098.3221,10,1.01,0.418450311,0.042263481,2140,23.8977
16/10/2004,3123.5041,9.63,0.59,0.382416011,0.023429434,2116,25.182
17/10/2004,3148.6373,9.23,1.25,0.367243328,0.049735012,2096.5,25.1332
18/10/2004,3173.183,8.24,1.3,0.335700347,0.052962433,2139,24.5457
19/10/2004,3197.6691,9.08,1.78,0.37082263,0.072694304,2143,24.4861
20/10/2004,3222.6655,9.56,1.21,0.382455074,0.048406971,2128.5,24.9964
21/10/2004,3247.4773,10.84,2.11,0.4368889,0.085040182,2138,24.8118
22/10/2004,3272.2868,11.13,1.99,0.448618473,0.080211209,2128,24.8095
23/10/2004,3296.9577,10.13,2.35,0.410605207,0.095253923,2129,24.6709
24/10/2004,3321.545,9.23,2.05,0.375397055,0.083376377,2141.5,24.5873
25/10/2004,3345.8326,9.12,1.89,0.375500255,0.077817487,2137,24.2876
26/10/2004,3370.3416,9.96,1.24,0.406381329,0.050593659,2131.5,24.509
27/10/2004,3395.2524,9.44,1.26,0.378952101,0.050580471,2112.5,24.9108
28/10/2004,3419.6367,8.7,1.81,0.356786949,0.074228089,2128,24.3843
29/10/2004,3444.0589,10.43,1.87,0.427070452,0.076569678,2137,24.4222
30/10/2004,3468.289,9.01,1.19,0.37185154,0.049112468,2138.5,24.2301
31/10/2004,3492.3679,8.31,1.69,0.345115433,0.07018593,2139.5,24.0789
1/11/2004,3516.5232,8.59,1.86,0.355615538,0.077001735,2142,24.1553
2/11/2004,3540.6407,8,1.45,0.33170934,0.060122318,2143,24.1175
3/11/2004,3564.6118,7.58,2.4,0.316214108,0.100120562,2137.5,23.9711
4/11/2004,3589.1324,8.5,1.59,0.346647309,0.064843438,2137,24.5206
5/11/2004,3613.3145,8.63,2.16,0.35687554,0.089322267,2127.5,24.1821
6/11/2004,3637.7987,8.11,2.23,0.33123402,0.091079145,2132,24.4842
7/11/2004,3661.7001,7.52,2.56,0.314625921,0.107106697,2124.5,23.9014
8/11/2004,3686.0913,7.95,2.5,0.325937223,0.102495982,2127,24.3912
9/11/2004,3710.3732,9.73,1.58,0.400709994,0.065069043,2131.5,24.2819
10/11/2004,3734.8581,9.4,1.6,0.383910083,0.065346397,2129.5,24.4849
11/11/2004,3758.7928,9.1,1.65,0.380201131,0.068937568,2137,23.9347
12/11/2004,3782.8822,9.15,1.73,0.379835114,0.071815819,2127,24.0894
13/11/2004,3806.9802,9.2,1.81,0.381774421,0.075109968,2121,24.098
14/11/2004,3831.1011,9.13,1.87,0.378509923,0.077526129,2122.5,24.1209
15/11/2004,3855.1978,9.09,1.79,0.377230077,0.074284031,2128.5,24.0967
16/11/2004,3879.1816,9.04,1.95,0.376921088,0.081304881,2123,23.9838
17/11/2004,3903.1284,9.02,1.98,0.376668281,0.082683281,2127,23.9468
18/11/2004,3927.1762,9.19,1.91,0.38215554,0.079425145,2122.5,24.0478
19/11/2004,3951.23,9.14,1.88,0.379981541,0.078158129,2124.5,24.0538
20/11/2004,3975.8428,9.15,1.95,0.371757785,0.079227069,2129.5,24.6128
21/11/2004,3999.9664,9.5,2.05,0.393805236,0.084979025,2132.5,24.1236
22/11/2004,4023.8242,9.6,1.95,0.402384126,0.081734276,2135.5,23.8578
23/11/2004,4047.2044,9.55,2,0.408465283,0.085542468,2140,23.3802
24/11/2004,4070.573,9.6,1.85,0.410807665,0.07916606,2139.5,23.3686
25/11/2004,4093.9538,9.65,2.3,0.412731814,0.098371313,2132,23.3808
26/11/2004,4117.1874,10.2,1.35,0.439019351,0.058105502,2149,23.2336
27/11/2004,4140.517,9.85,1.85,0.422210411,0.079298402,2140,23.3296
28/11/2004,4164.1803,10.1,1.5,0.42682128,0.063389299,2127,23.6633
29/11/2004,4186.909,9.45,1.65,0.415773889,0.072595441,2137.5,22.7287
30/11/2004,4209.2773,9.15,1.85,0.409061037,0.08270633,2149.5,22.3683
1/12/2004,4231.3915,9.2,1.8,0.416022284,0.081395664,2152,22.1142
2/12/2004,4254.76,9.4,1.9,0.402250893,0.081306032,2139,23.3685
3/12/2004,4278.1473,9.3,2,0.397651717,0.085516498,2142.5,23.3873
4/12/2004,4301.5368,9.15,1.9,0.39120118,0.081233032,2142.5,23.3895
5/12/2004,4324.7242,9,1.8,0.388141836,0.077628367,2150,23.1874
6/12/2004,4347.8093,9,1.8,0.389861859,0.077972372,2149,23.0851
7/12/2004,4370.6442,8.9,1.8,0.38975428,0.078826708,2149,22.8349
8/12/2004,4393.4607,8.7,1.65,0.381303004,0.072316087,2152.5,22.8165
9/12/2004,4416.1601,8.75,1.65,0.385472744,0.072689146,2154.5,22.6994
10/12/2004,4438.9013,8.7,1.65,0.382565564,0.072555538,2154.5,22.7412
11/12/2004,4461.6747,8.75,1.7,0.384220187,0.074648493,2155,22.7734
12/12/2004,4484.5799,8.85,1.75,0.386375146,0.076401865,2155,22.9052
13/12/2004,4507.5414,9.2,1.7,0.400670688,0.074036975,2150,22.9615
14/12/2004,4530.3432,8.5,1.9,0.372777588,0.083326755,2150,22.8018
15/12/2004,4552.7393,8.25,1.2,0.368367707,0.053580757,2164,22.3961
16/12/2004,4575.3763,8.5,1.6,0.375491452,0.070680744,2156,22.637
17/12/2004,4597.9564,8.7,1.6,0.385295016,0.070858854,2152.5,22.5801
18/12/2004,4620.8613,8.75,1.35,0.382014329,0.058939354,2164.5,22.9049
19/12/2004,4643.6403,8.8,1.45,0.386320734,0.063655121,2161,22.779
20/12/2004,4666.4028,9,1.4,0.39538715,0.061504668,2167.5,22.7625
21/12/2004,4689.2892,9,1.25,0.393246644,0.054617589,2164.5,22.8864
22/12/2004,4711.7394,8.75,1.1,0.389751539,0.048997336,2170,22.4502
23/12/2004,4734.4366,8.8,1.4,0.387713022,0.061681617,2175.5,22.6972
24/12/2004,4757.1816,8.7,1.6,0.382501649,0.070345131,2173,22.745
25/12/2004,4780.4403,9,1.7,0.386951979,0.073090929,2166.5,23.2587
26/12/2004,4803.0212,9.2,1.6,0.407423973,0.070856343,2171.5,22.5809
27/12/2004,4825.9101,8.9,1.75,0.388834763,0.076456274,2164.5,22.8889
28/12/2004,4848.4057,9,1.8,0.400078238,0.080015648,2165,22.4956
29/12/2004,4871.2974,8.8,2,0.384418807,0.087367911,2163.5,22.8917
30/12/2004,4894.3764,9,2.2,0.389964903,0.095324754,2158,23.079
31/12/2004,4917.2068,8.9,2.1,0.389831102,0.09198262,2170.5,22.8304
1/1/2005,4939.9357,9.4,1.75,0.413570388,0.076994487,2179.5,22.7289
2/1/2005,4962.5118,9.1,1.8,0.403081134,0.079730334,2180,22.5761
3/1/2005,4994.2554,13.65,2.3,0.430007939,0.07245555,1920.5,31.7436
4/1/2005,5034.2096,16.6,3.9,0.41547572,0.097611765,1881.5,39.9542
5/1/2005,5074.9353,16.8,3.6,0.41251593,0.088396271,1818.5,40.7257
6/1/2005,5116.7,16.7,3.65,0.399859211,0.087394379,1819,41.7647
7/1/2005,5158.6299,16.8,3.65,0.400668735,0.087050053,1823,41.9299
8/1/2005,5200.8753,16.6,3.6,0.39294219,0.085216379,1852.5,42.2454
9/1/2005,5243.1675,16.5,3.5,0.390142863,0.082757577,1860.5,42.2922
10/1/2005,5285.4229,16,3.5,0.378649829,0.08282965,1865,42.2554
11/1/2005,5327.2177,16,3.5,0.382822743,0.083742475,1880,41.7948
12/1/2005,5369.1591,17,3.75,0.405327433,0.089410463,1874,41.9414
13/01/2005,5411.4077,17.25,3.75,0.408297553,0.088760338,1854,42.2486
14/01/2005,5454.0548,17.45,4,0.409172019,0.093793013,1854.5,42.6471
15/01/2005,5496.6849,17,3.75,0.398779266,0.087966015,1850,42.6301
16/01/2005,5539.2059,16.75,3.5,0.393923003,0.082312269,1859,42.521
17/01/2005,5582.3845,17.5,4,0.405293363,0.092638483,1864.5,43.1786
18/01/2005,5625.5386,16,4.5,0.370764307,0.104277461,1867,43.1541
19/01/2005,5668.7345,14,4.75,0.324104834,0.10996414,1859,43.1959
20/01/2005,5711.753,13,4.3,0.302195567,0.099956995,1876.5,43.0185
21/01/2005,5753.8841,13.2,4.8,0.313307747,0.11393009,1861,42.1311
22/01/2005,5796.4639,13.25,4.7,0.311180419,0.110380979,1865.5,42.5798
23/01/2005,5838.9328,13.25,4.5,0.311993011,0.105959891,1867,42.4689
24/01/2005,5881.8204,13,4.25,0.303117918,0.099096242,1870,42.8876
25/01/2005,5924.9332,13.25,4.25,0.307333321,0.098578612,1872.5,43.1128
26/01/2005,5968.1763,13,4,0.300625996,0.092500306,1872.5,43.2431
27/01/2005,6011.6225,13.25,4,0.304974888,0.092067891,1860,43.4462
28/01/2005,6054.9459,12.5,4,0.288527678,0.092328857,1865,43.3234
29/01/2005,6098.3458,13.5,4,0.311060625,0.092166111,1857.5,43.3999
30/01/2005,6141.698,11,3.5,0.253735681,0.08073408,1852.5,43.3522
31/01/2005,6184.7925,11,3.5,0.255252991,0.081216861,1860,43.0945
1/2/2005,6228.0989,11.5,3.5,0.265549665,0.080819463,1857.5,43.3064
2/2/2005,6271.1753,12,4,0.278574811,0.09285827,1855.5,43.0764
3/2/2005,6314.2763,12.25,4.2,0.284216143,0.097445535,1849,43.101
4/2/2005,6357.5354,13,4.1,0.300514805,0.094777746,1844.5,43.2591
5/2/2005,6400.7191,12.5,4,0.28946107,0.092627542,1852.5,43.1837
6/2/2005,6443.7287,13.2,4,0.306908225,0.093002492,1858.5,43.0096
7/2/2005,6486.7368,13,4.5,0.302268642,0.104631453,1846.5,43.0081
8/2/2005,6529.8264,13.5,4,0.313300657,0.092829824,1850.5,43.0896
9/2/2005,6572.7747,12.75,3.9,0.296868561,0.090806854,1858.5,42.9483
10/2/2005,6615.923,13,4,0.301286493,0.092703536,1847,43.1483
11/2/2005,6659.0849,12.75,4.6,0.295399415,0.106575475,1846.5,43.1619
12/2/2005,6702.3156,13,4.5,0.300712225,0.104092693,1841,43.2307
13/02/2005,6745.2689,13.5,4.25,0.314294827,0.098944668,1849,42.9533
14/02/2005,6788.5823,14,4.5,0.323225607,0.103893945,1851.5,43.3134
15/02/2005,6832.0124,14.15,4.75,0.325810901,0.10937115,1848.5,43.4301
16/02/2005,6875.0313,14,4.7,0.325438354,0.109254305,1846,43.0189
17/02/2005,6917.8246,13.5,4.5,0.315469945,0.105156648,1862.5,42.7933
18/02/2005,6960.5776,13.45,4.5,0.314597806,0.105255772,1868,42.753
19/02/2005,7004.191,13.25,4.7,0.303805711,0.107765045,1862.5,43.6134
20/02/2005,7047.7976,13,4.5,0.298120009,0.103195388,1860.5,43.6066
21/02/2005,7091.3646,14,4.9,0.321344137,0.112470448,1841,43.567
22/02/2005,7134.8477,13,4.7,0.298966725,0.10808797,1835.5,43.4831
23/02/2005,7178.4755,13.5,4.9,0.309435727,0.112313708,1837,43.6278
24/02/2005,7222.3313,14,4.75,0.319228015,0.108309505,1835.5,43.8558
25/02/2005,7266.2035,14.25,4.5,0.324807053,0.102570648,1835.5,43.8722
26/02/2005,7309.8806,13.5,4.25,0.309086455,0.097304995,1835,43.6771
27/02/2005,7353.3838,14,4.2,0.321815407,0.096544622,1839,43.5032
28/02/2005,7396.8569,13.5,4.4,0.310536861,0.101212014,1848,43.4731
1/3/2005,7440.4638,14,4.6,0.321050109,0.105487893,1840,43.6069
2/3/2005,7482.6577,14.25,5.6,0.337726543,0.132720607,1837.5,42.1939
3/3/2005,7524.7488,13.5,5,0.320732887,0.118789958,1859,42.0911
4/3/2005,7566.6596,13.75,4.75,0.328077727,0.113335942,1862.5,41.9108
5/3/2005,7608.7749,13,4.8,0.308676419,0.113972832,1871.5,42.1153
6/3/2005,7651.1358,14,4.8,0.33049345,0.11331204,1861.5,42.3609
7/3/2005,7693.6534,13.5,4.25,0.31751557,0.099958605,1835,42.5176
8/3/2005,7738.4945,13.5,15,0.301063087,0.334514541,1873.5,44.8411
9/3/2005,7784.1929,13,9,0.284473855,0.196943438,1826,45.6984
10/3/2005,7829.888,15.5,53,0.33920486,1.159861779,1800,45.6951
11/3/2005,7875.7003,20,62,0.43656398,1.353348337,1807.5,45.8123
12/3/2005,7920.3215,17.5,59,0.392190259,1.322241446,1787.5,44.6212
13/03/2005,7965.9075,16.5,43.75,0.361953231,0.959724477,1808,45.586
14/03/2005,8011.9942,17.5,4,0.379719095,0.086792936,1808,46.0867
15/03/2005,8057.2503,15.5,5,0.342495266,0.110482344,1814,45.2561
16/03/2005,8102.8826,16,4.7,0.350628831,0.102997219,1816.5,45.6323
17/03/2005,8148.6476,16.5,3.3,0.360537529,0.072107506,1816.5,45.765
18/03/2005,8194.004,13.5,6,0.29764267,0.132285631,1819,45.3564
19/03/2005,8239.1743,15,5,0.332076608,0.110692203,1817,45.1703
20/03/2005,8284.5894,14.5,5.5,0.319277069,0.121105095,1809,45.4151
21/03/2005,8330.2963,15.5,4,0.339117289,0.087514139,1812,45.7069
22/03/2005,8375.4737,13,5.5,0.287754497,0.121742287,1818.5,45.1774
23/03/2005,8420.0063,13,4,0.291920975,0.089821838,1824,44.5326
24/03/2005,8464.3209,14.25,4.2,0.321564451,0.094776891,1828,44.3146
25/03/2005,8508.948,14,4,0.313710727,0.089631636,1815.5,44.6271
26/03/2005,8553.9014,14.25,4,0.316994933,0.088981034,1814,44.9534
27/03/2005,8598.9995,13.5,5.75,0.299347423,0.127499828,1815,45.0981
28/03/2005,8643.8837,14,4.75,0.311913769,0.105827886,1826,44.8842
29/03/2005,8688.6244,15.5,5.4,0.346440713,0.120695474,1824.5,44.7407
30/03/2005,8734.1353,15.5,5.75,0.340577752,0.12634336,1815.5,45.5109
31/03/2005,8779.4683,14.5,5.25,0.319855293,0.115809675,1819.5,45.333
1/4/2005,8824.4993,16.5,4,0.366414248,0.088827696,1717.5,45.031
2/4/2005,8869.5065,14,5.2,0.311061341,0.11553707,1816,45.0072
3/4/2005,8914.7257,14.2,5.3,0.314025901,0.11720685,1819,45.2192
4/4/2005,8959.625,14,5.5,0.31180887,0.122496342,1821.5,44.8993
5/4/2005,9004.8455,13.5,5.75,0.298537168,0.12715472,1819.5,45.2205
6/4/2005,9050.167,14.5,5.25,0.319936454,0.115839061,1814.5,45.3215
7/4/2005,9095.0685,15.5,4,0.345200049,0.089083884,1824,44.9015
8/4/2005,9140.1732,13.5,4,0.29930362,0.088682554,1824,45.1047
9/4/2005,9185.5859,14,4,0.308283806,0.088081087,1826.5,45.4127
10/4/2005,9231.1356,15,4.5,0.329310621,0.098793186,1824,45.5497
11/4/2005,9276.44,12,7,0.264874935,0.154510379,1825.5,45.3044
12/4/2005,9321.7724,13,4.5,0.28677061,0.09926675,1817.5,45.3324
13/04/2005,9367.3439,13.5,4,0.29623778,0.087774157,1816.5,45.5715
14/04/2005,9412.6836,12,4.5,0.264668712,0.099250767,1816.5,45.3397
15/04/2005,9458.0369,13,4.5,0.286638459,0.099221005,1816.5,45.3533
16/04/2005,9503.4573,13.5,5.75,0.297223274,0.126595098,1819,45.4204
17/04/2005,9548.6949,14.25,6,0.315003448,0.132633031,1823,45.2376
18/04/2005,9593.8956,14.5,5.8,0.320791492,0.128316597,1809.5,45.2007
19/04/2005,9639.2187,14,5.25,0.308893258,0.115834972,1813,45.3231
20/04/2005,9684.5196,13.9,4.6,0.306837171,0.101543236,1812,45.3009
21/04/2005,9730.1019,13,5,0.285198421,0.109691701,1808,45.5823
22/04/2005,9775.6278,13.5,5.25,0.2965345,0.115318972,1814,45.5259
23/04/2005,9820.9537,13.5,5.5,0.297842955,0.121343426,1818,45.3259
24/04/2005,9866.3465,14,5.2,0.308418956,0.114555612,1802,45.3928
25/04/2005,9911.7855,14.8,5.5,0.325711393,0.121041396,1801,45.439
